"country","year","currency","inflation","stockmarket","domdebt","extdebt","banking"
"Peru",1975,0,1,1,0,0,0
"Peru",1976,1,1,1,0,1,0
"Peru",1977,1,1,0,0,0,0
"Peru",1978,1,1,0,0,1,0
"Peru",1979,1,1,0,0,0,0
"Peru",1980,1,1,0,0,1,0
"Peru",1981,1,1,1,0,0,0
"Peru",1982,1,1,1,0,0,0
"Peru",1983,1,1,0,0,0,1
"Peru",1984,1,1,0,0,1,1
"Peru",1985,2,1,0,1,1,1
"Peru",1986,0,1,0,1,1,1
"Peru",1987,1,1,1,1,1,1
"Peru",1988,1,1,1,0,1,1
"Peru",1989,1,1,0,0,1,1
"Peru",1990,1,1,1,0,1,1
"Peru",1991,1,1,0,0,1,0
"Peru",1992,1,1,0,0,1,0
"Peru",1993,1,1,0,0,1,0
"Peru",1994,0,1,0,0,1,0
"Peru",1995,0,0,0,0,1,0
"Peru",1996,0,0,0,0,1,0
"Peru",1997,0,0,0,0,1,0
"Peru",1998,1,0,1,0,0,0
"Peru",1999,0,0,0,0,0,1
"Peru",2000,0,0,1,0,0,0
"Peru",2001,0,0,1,0,0,0
"Brazil",1824,0,0,0,0,0,0
"Brazil",1825,0,0,0,0,0,0
"Brazil",1826,0,0,0,0,0,0
"Brazil",1827,1,0,0,0,0,0
"Brazil",1828,1,0,0,0,1,0
"Brazil",1829,1,0,0,0,1,0
"Brazil",1830,0,0,0,0,1,0
"Brazil",1831,0,0,0,0,1,0
"Brazil",1832,0,0,0,0,1,0
"Brazil",1833,0,1,0,0,1,0
"Brazil",1834,0,0,0,0,1,0
"Brazil",1835,0,0,0,0,0,0
"Brazil",1836,0,0,0,0,0,0
"Brazil",1837,1,1,0,0,0,0
"Brazil",1838,0,0,0,0,0,0
"Brazil",1839,0,0,0,0,0,0
"Brazil",1840,0,0,0,0,0,0
"Brazil",1841,0,0,0,0,0,0
"Brazil",1842,1,0,0,0,0,0
"Brazil",1843,0,1,0,0,0,0
"Brazil",1844,0,0,0,0,0,0
"Brazil",1845,0,0,0,0,0,0
"Brazil",1846,0,0,0,0,0,0
"Brazil",1847,0,0,0,0,0,0
"Brazil",1848,0,0,0,0,0,0
"Brazil",1849,0,0,0,0,0,0
"Brazil",1850,0,0,0,0,0,0
"Brazil",1851,0,0,0,0,0,0
"Brazil",1852,0,0,0,0,0,0
"Brazil",1853,0,0,0,0,0,0
"Brazil",1854,0,1,0,0,0,0
"Brazil",1855,0,0,0,0,0,0
"Brazil",1856,0,0,0,0,0,0
"Brazil",1857,0,0,0,0,0,0
"Brazil",1858,0,0,0,0,0,0
"Brazil",1859,0,0,0,0,0,0
"Brazil",1860,0,0,0,0,0,0
"Brazil",1861,0,0,0,0,0,0
"Brazil",1862,0,0,0,0,0,0
"Brazil",1863,0,0,0,0,0,0
"Brazil",1864,0,0,0,0,0,0
"Brazil",1865,0,0,0,0,0,0
"Brazil",1866,0,0,0,0,0,0
"Brazil",1867,0,0,0,0,0,0
"Brazil",1868,1,0,0,0,0,0
"Brazil",1869,0,0,0,0,0,0
"Brazil",1870,0,0,0,0,0,0
"Brazil",1871,0,0,0,0,0,0
"Brazil",1872,0,0,0,0,0,0
"Brazil",1873,0,0,0,0,0,0
"Brazil",1874,0,0,0,0,0,0
"Brazil",1875,0,0,0,0,0,0
"Brazil",1876,0,0,0,0,0,0
"Brazil",1877,0,0,0,0,0,0
"Brazil",1878,0,0,0,0,0,0
"Brazil",1879,0,0,0,0,0,0
"Brazil",1880,0,0,0,0,0,0
"Brazil",1881,0,0,0,0,0,0
"Brazil",1882,0,0,0,0,0,0
"Brazil",1883,0,0,0,0,0,0
"Brazil",1884,0,0,0,0,0,0
"Brazil",1885,1,0,0,0,0,0
"Brazil",1886,0,0,0,0,0,0
"Brazil",1887,0,0,0,0,0,0
"Brazil",1888,0,0,0,0,0,0
"Brazil",1889,0,0,0,0,0,0
"Brazil",1890,1,0,0,0,0,1
"Brazil",1891,1,1,0,0,0,1
"Brazil",1892,0,1,0,0,0,0
"Brazil",1893,1,0,0,0,0,0
"Brazil",1894,0,0,0,0,0,0
"Brazil",1895,0,0,0,0,0,0
"Brazil",1896,0,0,0,0,0,0
"Brazil",1897,1,0,0,0,0,1
"Brazil",1898,0,0,0,0,1,0
"Brazil",1899,0,0,0,0,1,0
"Brazil",1900,0,0,0,0,1,1
"Brazil",1901,0,0,0,0,1,1
"Brazil",1902,0,0,0,0,1,0
"Brazil",1903,0,0,0,0,1,0
"Brazil",1904,0,0,0,0,1,0
"Brazil",1905,0,0,0,0,1,0
"Brazil",1906,0,0,0,0,1,0
"Brazil",1907,0,0,0,0,1,0
"Brazil",1908,0,0,0,0,1,0
"Brazil",1909,0,0,0,0,1,0
"Brazil",1910,0,0,0,0,1,0
"Brazil",1911,0,0,0,0,0,0
"Brazil",1912,0,0,0,0,0,0
"Brazil",1913,0,0,0,0,0,0
"Brazil",1914,1,0,0,0,1,1
"Brazil",1915,1,0,0,0,1,0
"Brazil",1916,0,0,0,0,1,0
"Brazil",1917,0,0,0,0,1,0
"Brazil",1918,0,0,0,0,1,0
"Brazil",1920,1,0,0,0,0,0
"Brazil",1921,1,0,0,0,0,0
"Brazil",1922,0,0,0,0,0,0
"Brazil",1923,1,1,0,0,0,1
"Brazil",1924,0,0,0,0,0,0
"Brazil",1925,0,0,0,0,0,0
"Brazil",1926,1,0,0,0,0,1
"Brazil",1927,0,0,0,0,0,0
"Brazil",1928,0,0,0,0,0,0
"Brazil",1929,0,0,0,0,0,1
"Brazil",1930,1,0,0,0,0,0
"Brazil",1931,1,0,0,0,1,0
"Brazil",1932,0,0,0,0,1,0
"Brazil",1933,0,0,0,0,1,0
"Brazil",1934,1,0,0,0,0,0
"Brazil",1935,1,0,0,0,0,0
"Brazil",1936,0,0,0,0,0,0
"Brazil",1937,0,0,0,0,1,0
"Brazil",1938,0,0,0,0,1,0
"Brazil",1939,0,0,0,0,1,0
"Brazil",1940,0,0,0,0,1,0
"Brazil",1941,0,0,0,0,1,0
"Brazil",1942,0,0,0,0,1,0
"Brazil",1943,0,0,0,0,1,0
"Brazil",1944,0,0,0,0,0,0
"Brazil",1945,0,0,0,0,0,0
"Brazil",1946,0,1,0,0,0,0
"Brazil",1947,0,1,0,0,0,0
"Brazil",1948,0,0,0,0,0,0
"Brazil",1949,1,0,0,0,0,0
"Brazil",1950,0,0,0,0,0,0
"Brazil",1951,0,0,0,0,0,0
"Brazil",1952,1,1,0,0,0,0
"Brazil",1953,1,0,0,0,0,0
"Brazil",1954,1,1,0,0,0,0
"Brazil",1955,0,0,0,0,0,0
"Brazil",1956,0,1,0,0,0,0
"Brazil",1957,1,0,0,0,0,0
"Brazil",1958,1,1,0,0,0,0
"Brazil",1959,1,1,0,0,0,0
"Brazil",1960,0,1,0,0,0,0
"Brazil",1961,1,1,0,0,1,0
"Brazil",1962,1,1,0,0,0,0
"Brazil",1963,1,1,0,0,0,1
"Brazil",1964,1,1,0,0,1,0
"Brazil",1965,1,1,0,0,0,0
"Brazil",1966,0,1,0,0,0,0
"Brazil",1967,2,1,0,0,0,0
"Brazil",1968,1,1,0,0,0,0
"Brazil",1969,1,1,0,0,0,0
"Brazil",1970,0,0,0,0,0,0
"Brazil",1971,1,1,0,0,0,0
"Brazil",1972,0,0,1,0,0,0
"Brazil",1973,0,0,0,0,0,0
"Brazil",1974,1,1,0,0,0,0
"Brazil",1975,1,1,0,0,0,0
"Brazil",1976,0,1,0,0,0,0
"Brazil",1977,1,1,0,0,0,0
"Brazil",1978,1,1,0,0,0,0
"Brazil",1979,1,1,0,0,0,0
"Brazil",1980,1,1,0,0,0,0
"Brazil",1981,1,1,0,0,0,0
"Brazil",1982,1,1,0,0,0,0
"Brazil",1983,1,1,0,0,1,0
"Brazil",1984,1,1,0,0,1,0
"Brazil",1985,1,1,0,0,1,1
"Brazil",1986,2,1,1,1,1,0
"Brazil",1987,1,1,0,1,1,0
"Brazil",1988,1,1,0,0,1,0
"Brazil",1989,2,1,0,0,1,0
"Brazil",1990,1,1,0,1,1,1
"Brazil",1991,1,1,0,0,1,0
"Brazil",1992,1,1,1,0,1,0
"Brazil",1993,2,1,0,0,1,0
"Brazil",1994,1,1,0,0,1,1
"Brazil",1995,1,1,0,0,0,1
"Brazil",1996,0,0,0,0,0,1
"Brazil",1997,0,0,0,0,0,1
"Brazil",1998,0,0,1,0,0,0
"Brazil",1999,1,0,0,0,0,0
"Brazil",2000,0,0,1,0,0,0
"Brazil",2001,1,0,1,0,0,0
"Bolivia",1825,0,0,NA,0,0,0
"Bolivia",1826,0,0,NA,0,0,0
"Bolivia",1827,0,0,NA,0,0,0
"Bolivia",1828,0,0,NA,0,0,0
"Bolivia",1829,0,0,NA,0,0,0
"Bolivia",1830,0,0,NA,0,0,0
"Bolivia",1831,0,0,NA,0,0,0
"Bolivia",1832,0,0,NA,0,0,0
"Bolivia",1833,0,0,NA,0,0,0
"Bolivia",1834,0,0,NA,0,0,0
"Bolivia",1835,0,0,NA,0,0,0
"Bolivia",1836,0,0,NA,0,0,0
"Bolivia",1837,0,0,NA,0,0,0
"Bolivia",1838,0,0,NA,0,0,0
"Bolivia",1839,0,0,NA,0,0,0
"Bolivia",1840,0,0,NA,0,0,0
"Bolivia",1841,0,0,NA,0,0,0
"Bolivia",1842,0,0,NA,0,0,0
"Bolivia",1843,0,0,NA,0,0,0
"Bolivia",1844,0,0,NA,0,0,0
"Bolivia",1845,0,0,NA,0,0,0
"Bolivia",1846,0,0,NA,0,0,0
"Bolivia",1847,0,0,NA,0,0,0
"Bolivia",1848,0,0,NA,0,0,0
"Bolivia",1849,0,0,NA,0,0,0
"Bolivia",1850,0,0,NA,0,0,0
"Bolivia",1851,0,0,NA,0,0,0
"Bolivia",1852,0,0,NA,0,0,0
"Bolivia",1853,0,0,NA,0,0,0
"Bolivia",1854,0,0,NA,0,0,0
"Bolivia",1855,0,0,NA,0,0,0
"Bolivia",1856,0,0,NA,0,0,0
"Bolivia",1857,0,0,NA,0,0,0
"Bolivia",1858,0,0,NA,0,0,0
"Bolivia",1859,0,0,NA,0,0,0
"Bolivia",1860,0,0,NA,0,0,0
"Bolivia",1861,0,0,NA,0,0,0
"Bolivia",1862,0,0,NA,0,0,0
"Bolivia",1863,0,0,NA,0,0,0
"Bolivia",1864,0,0,NA,0,0,0
"Bolivia",1865,0,0,NA,0,0,0
"Bolivia",1866,0,0,NA,0,0,0
"Bolivia",1867,0,0,NA,0,0,0
"Bolivia",1868,0,0,NA,0,0,0
"Bolivia",1869,0,0,NA,0,0,0
"Bolivia",1870,0,0,NA,0,0,0
"Bolivia",1871,0,0,NA,0,0,0
"Bolivia",1872,0,0,NA,0,0,0
"Bolivia",1873,0,0,NA,0,0,0
"Bolivia",1874,0,0,NA,0,0,0
"Bolivia",1875,0,0,NA,0,1,0
"Bolivia",1876,0,0,NA,0,1,0
"Bolivia",1877,0,0,NA,0,1,0
"Bolivia",1878,0,0,NA,0,1,0
"Bolivia",1879,0,0,NA,0,1,0
"Bolivia",1880,0,0,NA,0,0,0
"Bolivia",1881,0,0,NA,0,0,0
"Bolivia",1882,0,0,NA,0,0,0
"Bolivia",1883,0,0,NA,0,0,0
"Bolivia",1884,0,0,NA,0,0,0
"Bolivia",1885,0,0,NA,0,0,0
"Bolivia",1886,0,0,NA,0,0,0
"Bolivia",1887,0,0,NA,0,0,0
"Bolivia",1888,0,0,NA,0,0,0
"Bolivia",1889,0,0,NA,0,0,0
"Bolivia",1890,0,0,NA,0,0,0
"Bolivia",1891,0,0,NA,0,0,0
"Bolivia",1892,0,0,NA,0,0,0
"Bolivia",1893,0,0,NA,0,0,0
"Bolivia",1894,0,0,NA,0,0,0
"Bolivia",1895,0,0,NA,0,0,0
"Bolivia",1896,0,0,NA,0,0,0
"Bolivia",1897,0,0,NA,0,0,0
"Bolivia",1898,0,0,NA,0,0,0
"Bolivia",1899,0,0,NA,0,0,0
"Bolivia",1900,0,0,NA,0,0,0
"Bolivia",1901,0,0,NA,0,0,0
"Bolivia",1902,0,0,NA,0,0,0
"Bolivia",1903,0,0,NA,0,0,0
"Bolivia",1904,0,0,NA,0,0,0
"Bolivia",1905,0,0,NA,0,0,0
"Bolivia",1906,0,0,NA,0,0,0
"Bolivia",1907,0,0,NA,0,0,0
"Bolivia",1908,0,0,NA,0,0,0
"Bolivia",1909,0,0,NA,0,0,0
"Bolivia",1910,0,0,NA,0,0,0
"Bolivia",1911,0,0,NA,0,0,0
"Bolivia",1912,0,0,NA,0,0,0
"Bolivia",1913,0,0,NA,0,0,0
"Bolivia",1914,0,0,NA,0,0,0
"Bolivia",1915,0,0,NA,0,0,0
"Bolivia",1916,0,0,NA,0,0,0
"Bolivia",1917,0,0,NA,0,0,0
"Bolivia",1918,0,0,NA,0,0,0
"Bolivia",1919,0,0,NA,0,0,0
"Bolivia",1920,0,0,NA,0,0,0
"Bolivia",1921,0,0,NA,0,0,0
"Bolivia",1922,0,0,NA,0,0,0
"Bolivia",1923,0,0,NA,0,0,0
"Bolivia",1924,0,0,NA,0,0,0
"Bolivia",1925,0,0,NA,0,0,0
"Bolivia",1926,0,0,NA,0,0,0
"Bolivia",1927,0,0,NA,1,0,0
"Bolivia",1928,0,0,NA,0,0,0
"Bolivia",1929,0,0,NA,0,0,0
"Bolivia",1930,0,0,NA,0,0,0
"Bolivia",1931,0,0,NA,0,1,0
"Bolivia",1932,1,0,NA,0,1,0
"Bolivia",1933,1,0,NA,0,1,0
"Bolivia",1934,0,0,NA,0,1,0
"Bolivia",1935,0,0,NA,0,1,0
"Bolivia",1936,1,0,NA,0,1,0
"Bolivia",1937,1,1,NA,0,1,0
"Bolivia",1938,1,1,NA,0,1,0
"Bolivia",1939,0,1,NA,0,1,0
"Bolivia",1940,0,1,NA,0,1,0
"Bolivia",1941,0,1,NA,0,1,0
"Bolivia",1942,0,1,NA,0,1,0
"Bolivia",1943,0,0,NA,0,1,0
"Bolivia",1944,0,0,NA,0,1,0
"Bolivia",1945,0,0,NA,0,1,0
"Bolivia",1946,0,0,NA,0,1,0
"Bolivia",1947,0,0,NA,0,1,0
"Bolivia",1948,0,0,NA,0,1,0
"Bolivia",1949,0,0,NA,0,0,0
"Bolivia",1950,1,1,NA,0,0,0
"Bolivia",1951,0,1,NA,0,0,0
"Bolivia",1952,0,1,NA,0,0,0
"Bolivia",1953,1,1,NA,0,0,0
"Bolivia",1954,0,1,NA,0,0,0
"Bolivia",1955,0,1,NA,0,0,0
"Bolivia",1956,1,1,NA,0,0,0
"Bolivia",1957,0,1,NA,0,0,0
"Bolivia",1958,1,1,NA,0,0,0
"Bolivia",1959,0,0,NA,0,0,0
"Bolivia",1960,0,0,NA,0,0,0
"Bolivia",1961,0,0,NA,0,0,0
"Bolivia",1962,0,0,NA,0,0,0
"Bolivia",1963,1,0,NA,0,0,0
"Bolivia",1964,0,0,NA,0,0,0
"Bolivia",1965,0,0,NA,0,0,0
"Bolivia",1966,0,0,NA,0,0,0
"Bolivia",1967,0,0,NA,0,0,0
"Bolivia",1968,0,0,NA,0,0,0
"Bolivia",1969,0,0,NA,0,0,0
"Bolivia",1970,0,0,NA,0,0,0
"Bolivia",1971,0,0,NA,0,0,0
"Bolivia",1972,1,0,NA,0,0,0
"Bolivia",1973,0,1,NA,0,0,0
"Bolivia",1974,0,1,NA,0,0,0
"Bolivia",1975,0,1,NA,0,0,0
"Bolivia",1976,0,0,NA,0,0,0
"Bolivia",1977,0,0,NA,0,0,0
"Bolivia",1978,0,0,NA,0,0,0
"Bolivia",1979,1,1,NA,0,0,0
"Bolivia",1980,0,1,NA,0,1,0
"Bolivia",1981,0,1,NA,0,1,0
"Bolivia",1982,1,1,NA,1,1,0
"Bolivia",1983,1,1,NA,1,1,0
"Bolivia",1984,1,1,NA,1,1,0
"Bolivia",1985,1,1,NA,0,0,0
"Bolivia",1986,0,1,NA,0,1,1
"Bolivia",1987,1,0,NA,0,1,1
"Bolivia",1988,0,0,NA,0,1,0
"Bolivia",1989,1,0,NA,0,1,0
"Bolivia",1990,0,0,NA,0,1,0
"Bolivia",1991,0,1,NA,0,1,0
"Bolivia",1992,0,0,NA,0,1,0
"Bolivia",1993,0,0,NA,0,1,0
"Bolivia",1994,0,0,NA,0,1,1
"Bolivia",1995,0,0,NA,0,1,1
"Bolivia",1996,0,0,NA,0,1,1
"Bolivia",1997,0,0,NA,0,1,1
"Bolivia",1998,0,0,NA,0,0,0
"Bolivia",1999,0,0,NA,0,0,1
"Bolivia",2000,0,0,NA,0,0,0
"Bolivia",2001,0,0,NA,0,0,0
"Paraguay",1816,0,0,0,0,0,0
"Paraguay",1817,0,0,0,0,0,0
"Paraguay",1818,0,0,0,0,0,0
"Paraguay",1819,0,0,0,0,0,0
"Paraguay",1820,0,0,0,0,0,0
"Paraguay",1821,0,0,0,0,0,0
"Paraguay",1822,0,0,0,0,0,0
"Paraguay",1823,0,0,0,0,0,0
"Paraguay",1824,0,0,0,0,0,0
"Paraguay",1825,0,0,0,0,0,0
"Paraguay",1826,0,0,0,0,0,0
"Paraguay",1827,0,0,0,0,0,0
"Paraguay",1828,0,0,0,0,0,0
"Paraguay",1829,0,0,0,0,0,0
"Paraguay",1830,0,0,0,0,0,0
"Paraguay",1831,0,0,0,0,0,0
"Paraguay",1832,0,0,0,0,0,0
"Paraguay",1833,0,0,0,0,0,0
"Paraguay",1834,0,0,0,0,0,0
"Paraguay",1835,0,0,0,0,0,0
"Paraguay",1836,0,0,0,0,0,0
"Paraguay",1837,0,0,0,0,0,0
"Paraguay",1838,0,0,0,0,0,0
"Paraguay",1839,0,0,0,0,0,0
"Paraguay",1840,0,0,0,0,0,0
"Paraguay",1841,0,0,0,0,0,0
"Paraguay",1842,0,0,0,0,0,0
"Paraguay",1843,0,0,0,0,0,0
"Paraguay",1844,0,0,0,0,0,0
"Paraguay",1845,0,0,0,0,0,0
"Paraguay",1846,0,0,0,0,0,0
"Paraguay",1847,0,0,0,0,0,0
"Paraguay",1848,0,0,0,0,0,0
"Paraguay",1849,0,0,0,0,0,0
"Paraguay",1850,0,0,0,0,0,0
"Paraguay",1851,0,0,0,0,0,0
"Paraguay",1852,0,0,0,0,0,0
"Paraguay",1853,0,0,0,0,0,0
"Paraguay",1854,0,0,0,0,0,0
"Paraguay",1855,0,0,0,0,0,0
"Paraguay",1856,0,0,0,0,0,0
"Paraguay",1857,0,0,0,0,0,0
"Paraguay",1858,0,0,0,0,0,0
"Paraguay",1859,0,0,0,0,0,0
"Paraguay",1860,0,0,0,0,0,0
"Paraguay",1861,0,0,0,0,0,0
"Paraguay",1862,0,0,0,0,0,0
"Paraguay",1863,0,0,0,0,0,0
"Paraguay",1864,0,0,0,0,0,0
"Paraguay",1865,0,0,0,0,0,0
"Paraguay",1866,0,0,0,0,0,0
"Paraguay",1867,0,0,0,0,0,0
"Paraguay",1868,0,0,0,0,0,0
"Paraguay",1869,0,0,0,0,0,0
"Paraguay",1870,0,0,0,0,0,0
"Paraguay",1871,0,0,0,0,0,0
"Paraguay",1872,0,0,0,0,0,0
"Paraguay",1873,0,0,0,0,0,0
"Paraguay",1874,0,0,0,0,1,0
"Paraguay",1875,0,0,0,0,1,0
"Paraguay",1876,0,0,0,0,1,0
"Paraguay",1877,0,0,0,0,1,0
"Paraguay",1878,0,0,0,0,1,0
"Paraguay",1879,0,0,0,0,1,0
"Paraguay",1880,0,0,0,0,1,0
"Paraguay",1881,0,0,0,0,1,0
"Paraguay",1882,0,0,0,0,1,0
"Paraguay",1883,0,0,0,0,1,0
"Paraguay",1884,0,0,0,0,1,0
"Paraguay",1885,0,0,0,0,1,0
"Paraguay",1886,0,0,0,0,0,0
"Paraguay",1887,0,0,0,0,0,0
"Paraguay",1888,0,0,0,0,0,0
"Paraguay",1889,0,0,0,0,0,0
"Paraguay",1890,0,0,0,0,0,1
"Paraguay",1891,0,0,0,0,0,0
"Paraguay",1892,0,0,0,0,1,0
"Paraguay",1893,0,0,0,0,1,0
"Paraguay",1894,0,0,0,0,1,0
"Paraguay",1895,0,0,0,0,1,0
"Paraguay",1896,0,0,0,0,0,0
"Paraguay",1897,0,0,0,0,0,0
"Paraguay",1898,0,0,0,0,0,0
"Paraguay",1899,0,0,0,0,0,0
"Paraguay",1900,0,0,0,0,0,0
"Paraguay",1901,0,0,0,0,0,0
"Paraguay",1902,0,0,0,0,0,0
"Paraguay",1903,0,0,0,0,0,0
"Paraguay",1904,0,0,0,0,0,0
"Paraguay",1905,0,0,0,0,0,0
"Paraguay",1906,0,0,0,0,0,0
"Paraguay",1907,0,0,0,0,0,0
"Paraguay",1908,0,0,0,0,0,0
"Paraguay",1909,0,0,0,0,0,0
"Paraguay",1910,0,0,0,0,0,0
"Paraguay",1911,0,0,0,0,0,0
"Paraguay",1912,0,0,0,0,0,0
"Paraguay",1913,0,0,0,0,0,0
"Paraguay",1914,0,0,0,0,0,0
"Paraguay",1915,0,0,0,0,0,0
"Paraguay",1916,0,0,0,0,0,0
"Paraguay",1917,0,0,0,0,0,0
"Paraguay",1918,0,0,0,0,0,0
"Paraguay",1919,0,0,0,0,0,0
"Paraguay",1920,1,0,0,0,1,0
"Paraguay",1921,0,0,0,0,1,0
"Paraguay",1922,0,0,0,0,1,0
"Paraguay",1923,0,0,0,0,1,0
"Paraguay",1924,0,0,0,0,1,0
"Paraguay",1925,0,0,0,0,0,0
"Paraguay",1926,0,0,0,0,0,0
"Paraguay",1927,0,0,0,0,0,0
"Paraguay",1928,0,0,0,0,0,0
"Paraguay",1929,0,0,0,0,0,0
"Paraguay",1930,1,0,0,0,0,0
"Paraguay",1931,1,0,0,0,0,0
"Paraguay",1932,0,0,0,0,1,0
"Paraguay",1933,1,0,0,0,1,0
"Paraguay",1934,0,0,0,0,1,0
"Paraguay",1935,1,0,0,0,1,0
"Paraguay",1936,1,0,0,0,1,0
"Paraguay",1937,0,0,0,0,1,0
"Paraguay",1938,0,0,0,0,1,0
"Paraguay",1939,0,0,0,0,1,0
"Paraguay",1940,0,0,0,0,1,0
"Paraguay",1941,1,0,0,0,1,0
"Paraguay",1942,0,0,0,0,1,0
"Paraguay",1943,2,1,0,0,1,0
"Paraguay",1944,0,0,0,0,1,0
"Paraguay",1945,0,0,0,0,0,0
"Paraguay",1946,0,0,0,0,0,0
"Paraguay",1947,0,1,0,0,0,0
"Paraguay",1948,0,1,0,0,0,0
"Paraguay",1949,0,1,0,0,0,0
"Paraguay",1950,0,1,0,0,0,0
"Paraguay",1951,1,1,0,0,0,0
"Paraguay",1952,0,1,0,0,0,0
"Paraguay",1953,0,1,0,0,0,0
"Paraguay",1954,1,1,0,0,0,0
"Paraguay",1955,1,1,0,0,0,0
"Paraguay",1956,1,0,0,0,0,0
"Paraguay",1957,0,0,0,0,0,0
"Paraguay",1958,1,0,0,0,0,0
"Paraguay",1959,0,0,0,0,0,0
"Paraguay",1960,0,0,0,0,0,0
"Paraguay",1961,0,0,0,0,0,0
"Paraguay",1962,0,0,0,0,0,0
"Paraguay",1963,0,0,0,0,0,0
"Paraguay",1964,0,0,0,0,0,0
"Paraguay",1965,0,0,0,0,0,0
"Paraguay",1966,0,0,0,0,0,0
"Paraguay",1967,0,0,0,0,0,0
"Paraguay",1968,0,0,0,0,1,0
"Paraguay",1969,0,0,0,0,1,0
"Paraguay",1970,0,0,0,0,0,0
"Paraguay",1971,0,0,0,0,0,0
"Paraguay",1972,0,0,0,0,0,0
"Paraguay",1973,0,0,0,0,0,0
"Paraguay",1974,0,1,0,0,0,0
"Paraguay",1975,0,0,0,0,0,0
"Paraguay",1976,0,0,0,0,0,0
"Paraguay",1977,0,0,0,0,0,0
"Paraguay",1978,0,0,0,0,0,0
"Paraguay",1979,0,1,0,0,0,0
"Paraguay",1980,0,1,0,0,0,0
"Paraguay",1981,0,0,0,0,0,0
"Paraguay",1982,0,0,0,0,0,0
"Paraguay",1983,0,0,0,0,0,0
"Paraguay",1984,1,1,0,0,0,0
"Paraguay",1985,1,1,0,0,0,0
"Paraguay",1986,1,1,0,0,1,0
"Paraguay",1987,0,1,0,0,1,0
"Paraguay",1988,0,1,0,0,1,0
"Paraguay",1989,1,1,0,0,1,0
"Paraguay",1990,0,1,0,0,1,0
"Paraguay",1991,0,1,0,0,1,0
"Paraguay",1992,1,0,0,0,1,0
"Paraguay",1993,1,0,0,0,0,0
"Paraguay",1994,0,1,0,0,0,0
"Paraguay",1995,0,0,0,0,0,1
"Paraguay",1996,0,0,0,0,0,1
"Paraguay",1997,0,0,0,0,0,1
"Paraguay",1998,1,0,1,0,0,1
"Paraguay",1999,1,0,1,0,0,1
"Paraguay",2000,0,0,1,0,0,0
"Paraguay",2001,1,0,0,0,0,0
"Chile",1818,0,0,0,0,0,0
"Chile",1819,0,0,0,0,0,0
"Chile",1820,0,0,0,0,0,0
"Chile",1821,0,0,0,0,0,0
"Chile",1822,0,0,0,0,0,0
"Chile",1823,0,0,0,0,0,0
"Chile",1824,0,0,0,0,0,0
"Chile",1825,0,0,0,0,0,0
"Chile",1826,0,0,0,0,1,0
"Chile",1827,0,0,0,0,1,0
"Chile",1828,0,0,0,0,1,0
"Chile",1829,0,0,0,0,1,0
"Chile",1830,0,0,0,0,1,0
"Chile",1831,0,0,0,0,1,0
"Chile",1832,0,0,0,0,1,0
"Chile",1833,0,0,0,0,1,0
"Chile",1834,0,0,0,0,1,0
"Chile",1835,0,0,0,0,1,0
"Chile",1836,0,0,0,0,1,0
"Chile",1837,0,0,0,0,1,0
"Chile",1838,0,0,0,0,1,0
"Chile",1839,0,0,0,0,1,0
"Chile",1840,0,0,0,0,1,0
"Chile",1841,0,0,0,0,1,0
"Chile",1842,0,0,0,0,1,0
"Chile",1843,0,0,0,0,0,0
"Chile",1844,0,0,0,0,0,0
"Chile",1845,0,0,0,0,0,0
"Chile",1846,0,0,0,0,0,0
"Chile",1847,0,0,0,0,0,0
"Chile",1848,0,0,0,0,0,0
"Chile",1849,0,0,0,0,0,0
"Chile",1850,0,0,0,0,0,0
"Chile",1851,0,0,0,0,0,0
"Chile",1852,0,0,0,0,0,0
"Chile",1853,0,0,0,0,0,0
"Chile",1854,0,0,0,0,0,0
"Chile",1855,0,0,0,0,0,0
"Chile",1856,0,0,0,0,0,0
"Chile",1857,0,0,0,0,0,0
"Chile",1858,0,0,0,0,0,0
"Chile",1859,0,0,0,0,0,0
"Chile",1860,0,0,0,0,0,0
"Chile",1861,0,0,0,0,0,0
"Chile",1862,0,0,0,0,0,0
"Chile",1863,0,0,0,0,0,0
"Chile",1864,0,0,0,0,0,0
"Chile",1865,0,0,0,0,0,0
"Chile",1866,0,0,0,0,0,0
"Chile",1867,0,0,0,0,0,0
"Chile",1868,0,0,0,0,0,0
"Chile",1869,0,0,0,0,0,0
"Chile",1870,0,0,0,0,0,0
"Chile",1871,0,0,0,0,0,0
"Chile",1872,0,0,0,0,0,0
"Chile",1873,0,0,0,0,0,0
"Chile",1874,0,0,0,0,0,0
"Chile",1875,0,0,0,0,0,0
"Chile",1876,0,0,0,0,0,0
"Chile",1877,0,0,0,0,0,0
"Chile",1878,0,0,0,0,0,0
"Chile",1879,1,0,0,0,0,0
"Chile",1880,0,0,0,0,1,0
"Chile",1881,0,0,0,0,1,0
"Chile",1882,0,0,0,0,1,0
"Chile",1883,0,0,0,0,1,0
"Chile",1884,0,0,0,0,0,0
"Chile",1885,1,0,0,0,0,0
"Chile",1886,0,0,0,0,0,0
"Chile",1887,0,0,0,0,0,0
"Chile",1888,0,0,0,0,0,0
"Chile",1889,0,0,0,0,0,0
"Chile",1890,0,0,0,0,0,1
"Chile",1891,1,1,0,0,0,0
"Chile",1892,0,0,0,0,0,0
"Chile",1893,1,1,0,0,0,0
"Chile",1894,1,0,0,0,0,0
